,name,maxAgentDensity,oxygenDiffusivity,vegfDiffusivity,G1,S,G2,M,endothelialDivisionDelay,minimumVegfConcentration,baseOxygenEmissionRate,minHIF,maxHIF,ultraHypoxicThreshold,hypoxicThreshold,minPSynthesis,minimumOxygenConcentration,baseHifRate,numCancerCells,numEndothelialCells,glucoseDiffusivity,glucoseSecretionRate,minGlucoseUptakeRate,maxGlucoseUptakeRate,pWarburgSwitch,enhancedHypoxicThreshold,minGlucoseWarburg,baseOxygenMetabolicRate,minGlucoseNonWarburg,healthyTissueOxygenUptakeRate,dt,diffusionSolveIterations,envSize
1378,experiments_011019_hyp_testing_full_pws_0.2_moc_15_78,70,0.47268233200000004,0.0001,7,2,10,1,10,6.0856992348,40,0,16,3,20,0.2092773302,15,1,13,1,0.0013786082,190,10,15.0474052489,0.2,75,10.0425378336,25,8.7548832553,25,4500,10,20
1379,experiments_011019_hyp_testing_full_pws_0.2_moc_15_79,70,0.24839865809999997,0.0001,7,2,10,1,10,5.238560725899999,40,0,16,3,20,0.4174865933,15,1,13,1,0.000629064,190,10,23.2398773473,0.2,75,17.6384764614,25,4.0833502741,25,4500,10,20
1380,experiments_011019_hyp_testing_full_pws_0.2_moc_15_80,70,0.2608542456,0.0001,7,2,10,1,10,5.2329630126,40,0,16,3,20,0.6093576317,15,1,15,1,0.0012246515,190,10,18.9391038452,0.2,75,11.4308959306,25,2.616070933,25,4500,10,20
1381,experiments_011019_hyp_testing_full_pws_0.2_moc_15_81,70,0.2256151696,0.0001,7,2,10,1,10,4.2784961144,40,0,16,3,20,0.5148270133,15,1,12,1,0.0005926819,190,10,18.7235331563,0.2,75,16.4098997662,25,2.0200628311,25,4500,10,20
1382,experiments_011019_hyp_testing_full_pws_0.2_moc_15_82,70,0.2802864739,0.0001,7,2,10,1,10,5.2382498729,40,0,16,3,20,0.19011245370000002,15,1,13,1,0.0008779341000000001,190,10,20.4913105332,0.2,75,20.2103953773,25,7.3422082606,25,4500,10,20
1383,experiments_011019_hyp_testing_full_pws_0.2_moc_15_83,70,0.202984692,0.0001,7,2,10,1,10,4.5091438497,40,0,16,3,20,0.2877255852,15,1,15,1,0.0015815141,190,10,22.5291596178,0.2,75,13.6468624521,25,7.4779818161,25,4500,10,20
1384,experiments_011019_hyp_testing_full_pws_0.2_moc_15_84,70,0.16981469829999998,0.0001,7,2,10,1,10,3.0833785945999996,40,0,16,3,20,0.3624159489,15,1,11,1,0.0013731941000000001,190,10,16.6916427072,0.2,75,14.2142944688,25,3.4534446039,25,4500,10,20
1385,experiments_011019_hyp_testing_full_pws_0.2_moc_15_85,70,0.2830515712,0.0001,7,2,10,1,10,4.6936748881,40,0,16,3,20,0.6422108789000001,15,1,18,1,0.0006436184999999999,190,10,19.3218970967,0.2,75,10.803719474200001,25,2.9561291462,25,4500,10,20
1386,experiments_011019_hyp_testing_full_pws_0.2_moc_15_86,70,0.2902357903,0.0001,7,2,10,1,10,3.8091172864,40,0,16,3,20,0.4642239994,15,1,11,1,0.0007596649,190,10,15.83578161,0.2,75,11.0906929018,25,8.283075606799999,25,4500,10,20
1387,experiments_011019_hyp_testing_full_pws_0.2_moc_15_87,70,0.15819193,0.0001,7,2,10,1,10,3.5146999891000004,40,0,16,3,20,0.500326217,15,1,13,1,0.0011633408,190,10,17.7637097441,0.2,75,19.8477192635,25,2.7074345727,25,4500,10,20
1388,experiments_011019_hyp_testing_full_pws_0.2_moc_15_88,70,0.3295192186,0.0001,7,2,10,1,10,5.669897950399999,40,0,16,3,20,0.5959588665,15,1,12,1,0.0017370667,190,10,22.0288629575,0.2,75,13.873682714100001,25,6.470894764500001,25,4500,10,20
1389,experiments_011019_hyp_testing_full_pws_0.2_moc_15_89,70,0.16101143539999999,0.0001,7,2,10,1,10,3.973905854,40,0,16,3,20,0.568316939,15,1,16,1,0.0005820078,190,10,18.2158896796,0.2,75,13.516703663800001,25,7.4006898723,25,4500,10,20
1390,experiments_011019_hyp_testing_full_pws_0.2_moc_15_90,70,0.30838958829999996,0.0001,7,2,10,1,10,5.9086737541,40,0,16,3,20,0.7882912962999999,15,1,13,1,0.0020074656,190,10,18.3302678097,0.2,75,12.6506961637,25,2.4664841930000003,25,4500,10,20
1391,experiments_011019_hyp_testing_full_pws_0.2_moc_15_91,70,0.39695432229999994,0.0001,7,2,10,1,10,4.0590204482,40,0,16,3,20,0.5704029309,15,1,12,1,0.0006665998,190,10,16.1730323476,0.2,75,17.676285171700002,25,1.8454676651,25,4500,10,20
1392,experiments_011019_hyp_testing_full_pws_0.2_moc_15_92,70,0.2637785427,0.0001,7,2,10,1,10,3.934339475,40,0,16,3,20,0.7121537726,15,1,13,1,0.0011646084,190,10,11.1410853673,0.2,75,16.0384972657,25,2.4088491191999997,25,4500,10,20
1393,experiments_011019_hyp_testing_full_pws_0.2_moc_15_93,70,0.376382816,0.0001,7,2,10,1,10,4.2891927344,40,0,16,3,20,0.48994349270000004,15,1,14,1,0.0012055212,190,10,18.499261108,0.2,75,19.527458934400002,25,5.918858791799999,25,4500,10,20
1394,experiments_011019_hyp_testing_full_pws_0.2_moc_15_94,70,0.2444795665,0.0001,7,2,10,1,10,5.069002826499999,40,0,16,3,20,0.6304304331,15,1,12,1,0.0012358714,190,10,16.2421065081,0.2,75,18.6064042435,25,8.446853471499999,25,4500,10,20
1395,experiments_011019_hyp_testing_full_pws_0.2_moc_15_95,70,0.1844788289,0.0001,7,2,10,1,10,5.2519349680000005,40,0,16,3,20,0.724867962,15,1,14,1,0.00047046589999999997,190,10,18.0725810948,0.2,75,14.549315269600001,25,4.7842922992000005,25,4500,10,20
1396,experiments_011019_hyp_testing_full_pws_0.2_moc_15_96,70,0.4607276761,0.0001,7,2,10,1,10,2.8297705694,40,0,16,3,20,0.16140975119999998,15,1,13,1,0.0010795855,190,10,21.9423021462,0.2,75,22.3295260074,25,0.0,25,4500,10,20
1397,experiments_011019_hyp_testing_full_pws_0.2_moc_15_97,70,0.2976576245,0.0001,7,2,10,1,10,4.147743771,40,0,16,3,20,0.29354011760000004,15,1,15,1,0.0001271865,190,10,22.9405910799,0.2,75,11.881610703900002,25,5.9932846204,25,4500,10,20
1398,experiments_011019_hyp_testing_full_pws_0.2_moc_15_98,70,0.32100118969999997,0.0001,7,2,10,1,10,2.6788652755,40,0,16,3,20,0.5853015156,15,1,13,1,0.0011475475,190,10,17.120497765699998,0.2,75,16.689534568800003,25,2.7861685455000003,25,4500,10,20
1399,experiments_011019_hyp_testing_full_pws_0.2_moc_15_99,70,0.4527686064,0.0001,7,2,10,1,10,4.5291171808,40,0,16,3,20,1.0,15,1,12,1,0.0005775718,190,10,18.8766264347,0.2,75,13.065350755,25,4.6709646715,25,4500,10,20
